,game_id,blocks,jaccard_index,ada_cos_sim
103,G026,"(3,4)",0.36944444444444446,0.9121843218803406
104,G027,"(0,1)",0.5,0.9680811762809753
105,G027,"(1,2)",0.5,0.9237593412399292
106,G027,"(2,3)",0.75,0.9686790704727173
107,G027,"(3,4)",0.75,0.9572790861129761
108,G028,"(0,1)",0.1037037037037037,0.8157570759455363
109,G028,"(1,2)",0.49206349206349204,0.8889882564544678
110,G028,"(2,3)",0.25,0.8830748796463013
111,G028,"(3,4)",0.4166666666666667,0.9164167046546936
112,G029,"(0,1)",0.45,0.9334055781364441
113,G029,"(1,2)",0.35666666666666663,0.9245331645011902
114,G029,"(2,3)",0.55,0.9418486833572388
115,G029,"(3,4)",0.4833333333333333,0.9487593412399292
116,G030,"(0,1)",0.09047619047619046,0.8484013915061951
117,G030,"(1,2)",0.33999999999999997,0.880709457397461
118,G030,"(2,3)",0.5,0.8941444277763366
119,G030,"(3,4)",0.2966666666666667,0.8949276566505432
120,G031,"(0,1)",0.22888888888888886,0.8766016840934754
121,G031,"(1,2)",0.5533333333333333,0.8965377807617188
122,G031,"(2,3)",0.6633333333333333,0.9195616841316223
123,G031,"(3,4)",0.6666666666666667,0.9480800628662109
124,G032,"(0,1)",0.16666666666666666,0.8788136959075927
125,G032,"(1,2)",0.29166666666666663,0.8832394480705261
126,G032,"(2,3)",0.28888888888888886,0.8899613380432129
127,G032,"(3,4)",0.2733333333333333,0.9017308712005615
128,G033,"(0,1)",0.5433333333333333,0.9060270190238953
129,G033,"(1,2)",0.6177777777777778,0.9266196250915527
130,G033,"(2,3)",0.6599999999999999,0.929024600982666
131,G033,"(3,4)",0.7466666666666667,0.9609975814819336
132,G034,"(0,1)",0.9,0.9534089803695679
133,G034,"(1,2)",0.6166666666666667,0.9256291866302491
134,G034,"(2,3)",0.9,0.9743122935295105
135,G034,"(3,4)",0.9,0.9743122935295105
136,G035,"(0,1)",0.4185714285714285,0.9079446434974671
137,G035,"(1,2)",0.64,0.9193965077400208
138,G035,"(2,3)",0.7833333333333333,0.9625413060188294
139,G035,"(3,4)",1.0,1.0000000715255737
140,G036,"(0,1)",0.15,0.8447267770767212
141,G036,"(1,2)",0.2866666666666667,0.8796037316322327
142,G036,"(2,3)",0.42666666666666664,0.9020445466041564
143,G036,"(3,4)",0.6,0.9531762719154357
144,G037,"(0,1)",0.35666666666666663,0.895388948917389
145,G037,"(1,2)",0.45666666666666667,0.9013933897018432
146,G037,"(2,3)",0.42857142857142855,0.8907498717308044
147,G037,"(3,4)",0.45714285714285713,0.9022464632987977
148,G038,"(0,1)",0.21777777777777776,0.8514707326889038
149,G038,"(1,2)",0.30095238095238097,0.9079716086387635
150,G038,"(2,3)",0.26626984126984127,0.9054000735282898
151,G038,"(3,4)",0.45666666666666667,0.92672700881958
152,G039,"(0,1)",0.3,0.8770351529121398
153,G039,"(1,2)",0.6333333333333333,0.9463730931282044
154,G039,"(2,3)",0.7166666666666666,0.9528956651687622
155,G039,"(3,4)",0.5666666666666667,0.9561073064804078
156,G040,"(0,1)",0.18,0.823498809337616
157,G040,"(1,2)",0.2533333333333333,0.8797104716300964
158,G040,"(2,3)",0.41666666666666663,0.9185269594192504
159,G040,"(3,4)",0.7833333333333333,0.9471235632896423
160,G041,"(0,1)",0.6666666666666666,0.9413871765136719
161,G041,"(1,2)",0.6666666666666666,0.9155851602554321
162,G041,"(2,3)",0.5,0.9527480602264404
163,G041,"(3,4)",1.0,1.0000004768371582
164,G042,"(0,1)",0.3095238095238095,0.8925351977348328
165,G042,"(1,2)",0.44666666666666666,0.9067427396774292
166,G042,"(2,3)",0.58,0.9231269359588623
167,G042,"(3,4)",0.6799999999999999,0.940556263923645
168,G043,"(0,1)",0.17714285714285713,0.8757192134857178
169,G043,"(1,2)",0.6,0.8956570863723755
170,G043,"(2,3)",0.5,0.914529311656952
171,G043,"(3,4)",0.4666666666666666,0.9131491422653198
172,G044,"(0,1)",0.3085714285714286,0.9012354135513305
173,G044,"(1,2)",0.2966666666666667,0.9160727143287659
174,G044,"(2,3)",0.4966666666666667,0.9281309723854065
175,G044,"(3,4)",0.4,0.9156222701072693
176,G045,"(0,1)",0.5081818181818182,0.9188106775283813
177,G045,"(1,2)",0.7166666666666666,0.958677101135254
178,G045,"(2,3)",0.26666666666666666,0.8792166471481323
179,G045,"(3,4)",0.8300000000000001,0.9556536674499512
180,G046,"(0,1)",0.77,0.9532601237297058
181,G046,"(1,2)",0.8,0.9462809085845947
182,G046,"(2,3)",0.7333333333333333,0.9515982389450073
183,G046,"(3,4)",0.7333333333333333,0.950191855430603
184,G047,"(0,1)",0.2915460030165912,0.865823233127594
185,G047,"(1,2)",0.353030303030303,0.8752668261528015
186,G047,"(2,3)",0.5296969696969697,0.9030195355415345
187,G047,"(3,4)",0.6799999999999999,0.9262042999267578
188,G048,"(0,1)",0.3319264069264069,0.9271689772605896
189,G048,"(1,2)",0.5538095238095238,0.9011089324951171
190,G048,"(2,3)",0.8666666666666666,0.9587298393249511
191,G048,"(3,4)",0.6833333333333333,0.9652724981307983
192,G049,"(0,1)",0.8333333333333334,0.9456760287284851
193,G049,"(1,2)",0.8333333333333334,0.9429300228754679
194,G049,"(2,3)",1.0,0.9825470844904581
195,G049,"(3,4)",1.0,0.9671493172645569
196,G050,"(0,1)",0.4885714285714286,0.9418625473976135
197,G050,"(1,2)",0.6371428571428572,0.948043704032898
198,G050,"(2,3)",0.49428571428571433,0.9290544271469117
199,G050,"(3,4)",0.4257142857142857,0.9157968282699585
200,G051,"(0,1)",0.7366666666666667,0.9431812524795532
201,G051,"(1,2)",0.7066666666666667,0.9531795382499695
202,G051,"(2,3)",0.75,0.9596420526504517
203,G051,"(3,4)",0.7833333333333333,0.9586338043212891
204,G052,"(0,1)",0.06666666666666667,0.8518625497817993
205,G052,"(1,2)",0.36,0.9005847811698914
206,G052,"(2,3)",0.3,0.897403073310852
207,G052,"(3,4)",0.5066666666666666,0.9513428688049317
208,G053,"(0,1)",0.24166666666666664,0.8661693334579468
209,G053,"(1,2)",0.34690476190476194,0.8805598258972168
210,G053,"(2,3)",0.3219047619047619,0.8680212378501893
211,G053,"(3,4)",0.37333333333333335,0.8805467009544372
212,G054,"(0,1)",0.3333333333333333,0.8609278917312622
213,G054,"(1,2)",0.6966666666666667,0.9344255089759826
214,G054,"(2,3)",0.9,0.9542265176773072
215,G054,"(3,4)",0.9,0.9544515371322632
216,G055,"(0,1)",0.26666666666666666,0.8735519409179687
217,G055,"(1,2)",0.5416666666666666,0.9373387575149537
218,G055,"(2,3)",0.5866666666666667,0.9454256296157837
219,G055,"(3,4)",0.72,0.9770850896835327
220,G056,"(0,1)",0.40625,0.9112016558647156
221,G056,"(1,2)",0.5166666666666666,0.9317592233419418
222,G056,"(2,3)",0.7916666666666666,0.9678107053041458
223,G056,"(3,4)",0.7916666666666666,0.9451793283224106
224,G057,"(0,1)",0.24642857142857144,0.8615914434194565
225,G057,"(1,2)",0.5333333333333333,0.877312034368515
226,G057,"(2,3)",0.7916666666666666,0.976906806230545
227,G057,"(3,4)",0.75,0.962731659412384
228,G058,"(0,1)",0.46875,0.9141511023044586
229,G058,"(1,2)",0.7916666666666666,0.9676638096570969
230,G058,"(2,3)",0.9166666666666666,0.9729336053133011
231,G058,"(3,4)",0.6041666666666666,0.9315645694732666
232,G059,"(0,1)",0.28555555555555556,0.9023037433624268
233,G059,"(1,2)",0.45666666666666667,0.9023672342300415
234,G059,"(2,3)",0.5892063492063493,0.9118308901786805
235,G059,"(3,4)",0.5083333333333333,0.8717313170433044
236,G060,"(0,1)",0.17907647907647908,0.8575250387191773
237,G060,"(1,2)",0.2404040404040404,0.858721923828125
238,G060,"(2,3)",0.385,0.897656261920929
239,G060,"(3,4)",0.525,0.8967532753944397
240,G061,"(0,1)",0.2727777777777778,0.9011508107185364
241,G061,"(1,2)",0.3634920634920634,0.9122284531593323
242,G061,"(2,3)",0.45285714285714285,0.9147724986076355
243,G061,"(3,4)",0.45595238095238094,0.930242371559143
244,G062,"(0,1)",0.11666666666666665,0.7980727553367615
245,G062,"(1,2)",0.5885714285714286,0.9251720428466796
246,G062,"(2,3)",0.5385714285714286,0.8960963368415833
247,G062,"(3,4)",0.49642857142857144,0.8906092286109925
248,G063,"(0,1)",0.4344444444444444,0.8959150433540344
249,G063,"(1,2)",0.5166666666666666,0.9172470927238464
250,G063,"(2,3)",0.5666666666666667,0.9206522226333618
251,G063,"(3,4)",0.8,0.9527401924133301
252,G064,"(0,1)",0.3333333333333333,0.8768466413021088
253,G064,"(1,2)",0.75,0.9617041051387787
254,G064,"(2,3)",0.6,0.9290517568588257
255,G064,"(3,4)",0.25,0.8576782643795013
256,G065,"(0,1)",0.23333333333333334,0.8515642046928406
257,G065,"(1,2)",0.6333333333333333,0.9296720027923584
258,G065,"(2,3)",0.64,0.9260878562927246
259,G065,"(3,4)",0.9,0.9503179430961609
260,G066,"(0,1)",0.12301587301587302,0.876600694656372
261,G066,"(1,2)",0.55,0.8709809184074402
262,G066,"(2,3)",0.4066666666666666,0.8746718406677246
263,G066,"(3,4)",0.9333333333333332,0.9455441355705261
264,G067,"(0,1)",0.15,0.814025616645813
265,G067,"(1,2)",0.19,0.8197746753692627
266,G067,"(2,3)",0.29,0.8271196007728576
267,G067,"(3,4)",0.29,0.8352832198143005
268,G068,"(0,1)",0.18,0.8851479291915894
269,G068,"(1,2)",0.4033333333333333,0.9189087271690368
270,G068,"(2,3)",0.4533333333333333,0.9350883603096009
271,G068,"(3,4)",0.6,0.94898761510849
272,G069,"(0,1)",0.75,0.9676210165023804
273,G069,"(1,2)",0.8666666666666666,0.9942111372947693
274,G069,"(2,3)",0.8666666666666666,0.994402551651001
275,G069,"(3,4)",0.8800000000000001,0.9938065648078919
276,G070,"(0,1)",0.15666666666666668,0.8657636761665344
277,G070,"(1,2)",0.25666666666666665,0.8816953301429749
278,G070,"(2,3)",0.42857142857142855,0.9149900197982788
279,G070,"(3,4)",0.41666666666666663,0.8910874247550964
280,G071,"(0,1)",0.5044444444444445,0.928850519657135
281,G071,"(1,2)",0.3888888888888889,0.9331333994865417
282,G071,"(2,3)",0.48,0.9370551943778992
283,G071,"(3,4)",0.7133333333333333,0.980009925365448
284,G072,"(0,1)",0.39666666666666667,0.8631447315216064
285,G072,"(1,2)",0.5666666666666667,0.8952139616012573
286,G072,"(2,3)",0.6333333333333333,0.8881084203720093
287,G072,"(3,4)",0.6066666666666667,0.8927433609962463
288,G073,"(0,1)",0.15782828282828285,0.8562562465667725
289,G073,"(1,2)",0.23611111111111108,0.8942922552426656
290,G073,"(2,3)",0.18333333333333335,0.8567885756492615
291,G073,"(3,4)",0.1851851851851852,0.8662813504536947
292,G074,"(0,1)",0.4666666666666666,0.8917155265808105
293,G074,"(1,2)",0.6,0.9171139478683472
294,G074,"(2,3)",0.5666666666666667,0.9302591204643249
295,G074,"(3,4)",0.6857142857142857,0.9372967481613159
296,G075,"(0,1)",0.20256410256410257,0.8397406935691833
297,G075,"(1,2)",0.3162202380952381,0.8934430181980133
298,G075,"(2,3)",0.6805555555555556,0.9307412356138229
299,G075,"(3,4)",0.775,0.9715957343578339
300,G076,"(0,1)",0.11857142857142858,0.8233466029167176
301,G076,"(1,2)",0.3746031746031746,0.8834756493568421
302,G076,"(2,3)",0.3111111111111111,0.873496925830841
303,G076,"(3,4)",0.5666666666666667,0.9379592776298523
304,G077,"(0,1)",0.7492857142857143,0.9250339388847351
305,G077,"(1,2)",0.5883333333333333,0.9204700946807861
306,G077,"(2,3)",0.725,0.9396895170211792
307,G077,"(3,4)",0.65,0.9270851135253906
308,G078,"(0,1)",0.5833333333333333,0.8986074924468994
309,G078,"(1,2)",0.8,0.9532496809959412
310,G078,"(2,3)",0.8,0.9776852250099182
311,G078,"(3,4)",0.8,0.9876190781593323
312,G079,"(0,1)",0.4,0.9106770873069763
313,G079,"(1,2)",0.6599999999999999,0.9048759341239929
314,G079,"(2,3)",0.41666666666666663,0.8844147086143493
315,G079,"(3,4)",0.85,0.9641403555870056
316,G080,"(0,1)",0.4671428571428572,0.9166535139083862
317,G080,"(1,2)",0.48666666666666664,0.9213711977005005
318,G080,"(2,3)",0.95,0.9698473334312439
319,G080,"(3,4)",0.7166666666666666,0.9191471695899963
320,G081,"(0,1)",0.16793650793650794,0.841878879070282
321,G081,"(1,2)",0.3404761904761905,0.8808269619941711
322,G081,"(2,3)",0.6966666666666667,0.9466769576072693
323,G081,"(3,4)",0.44333333333333336,0.9228927731513977
324,G082,"(0,1)",0.54,0.899561882019043
325,G082,"(1,2)",0.78,0.969715678691864
326,G082,"(2,3)",0.78,0.9696586608886719
327,G082,"(3,4)",0.9,0.9885578155517578
328,G083,"(0,1)",0.2819047619047619,0.888273048400879
329,G083,"(1,2)",0.62,0.9361119389533996
330,G083,"(2,3)",0.4533333333333333,0.9278919577598572
331,G083,"(3,4)",0.5666666666666667,0.9471850752830505
332,G084,"(0,1)",0.10151515151515152,0.8430285930633545
333,G084,"(1,2)",0.17777777777777776,0.8374597072601319
334,G084,"(2,3)",0.4411538461538462,0.89522784948349
335,G084,"(3,4)",0.41,0.8677053689956665
336,G085,"(0,1)",0.24,0.862297248840332
337,G085,"(1,2)",0.6166666666666666,0.9193090796470642
338,G085,"(2,3)",0.85,0.9260365009307862
339,G085,"(3,4)",0.9,0.9844431519508362
340,G086,"(0,1)",0.32999999999999996,0.8868396043777466
341,G086,"(1,2)",0.5233333333333333,0.9203761339187622
342,G086,"(2,3)",0.65,0.9299697279930115
343,G086,"(3,4)",0.8,0.9528034687042236
344,G087,"(0,1)",0.4844444444444445,0.9136984586715698
345,G087,"(1,2)",0.6783333333333333,0.9615610718727112
346,G087,"(2,3)",0.67,0.9598721981048584
347,G087,"(3,4)",0.7,0.958944809436798
348,G088,"(0,1)",0.75,0.955562949180603
349,G088,"(1,2)",0.6458333333333333,0.891559287905693
350,G088,"(2,3)",0.8333333333333333,0.9570705592632294
351,G088,"(3,4)",0.7083333333333333,0.9496883600950241
352,G089,"(0,1)",0.3238095238095238,0.8850828766822815
353,G089,"(1,2)",0.6472222222222223,0.936723792552948
354,G089,"(2,3)",0.65,0.9429762840270997
355,G089,"(3,4)",0.8285714285714285,0.9628081798553467
356,G090,"(0,1)",0.4095238095238095,0.906635969877243
357,G090,"(1,2)",0.4803571428571428,0.9042430520057678
358,G090,"(2,3)",0.8541666666666666,0.9596767574548721
359,G090,"(3,4)",0.7541666666666667,0.9567852467298508
360,G091,"(0,1)",0.19642857142857142,0.8929523974657059
361,G091,"(1,2)",0.4375,0.9299762398004532
362,G091,"(2,3)",0.4583333333333333,0.9250091910362244
363,G091,"(3,4)",0.85,0.9648641794919968
364,G092,"(0,1)",0.125,0.8386430740356445
365,G092,"(1,2)",1.0,0.9127975106239319
366,G092,"(2,3)",1.0,0.8341809511184692
367,G092,"(3,4)",1.0,0.8655123710632324
368,G093,"(0,1)",0.4916666666666666,0.8758713603019714
369,G093,"(1,2)",0.675,0.9268312454223633
370,G093,"(2,3)",0.75,0.9504895210266113
371,G093,"(3,4)",0.9333333333333332,0.9790689468383789
372,G094,"(0,1)",0.425,0.9040983438491821
373,G094,"(1,2)",0.6133333333333333,0.9512111067771911
374,G094,"(2,3)",0.6799999999999999,0.9547369837760925
375,G094,"(3,4)",0.8333333333333333,0.9639902472496032
376,G095,"(0,1)",0.4880952380952381,0.9077333509922028
377,G095,"(1,2)",0.7666666666666666,0.9447242319583893
378,G095,"(2,3)",0.9166666666666666,0.9763832092285156
379,G095,"(3,4)",1.0,1.0000000596046448
380,G096,"(0,1)",0.3,0.8935428500175476
381,G096,"(1,2)",0.5,0.924747896194458
382,G096,"(2,3)",0.5333333333333333,0.9393270611763
383,G096,"(3,4)",0.64,0.8931931972503662
384,G097,"(0,1)",0.4204761904761905,0.8923568844795227
385,G097,"(1,2)",0.5066666666666666,0.9097211480140686
386,G097,"(2,3)",0.75,0.9364900946617126
387,G097,"(3,4)",0.5233333333333333,0.8860008001327515
388,G098,"(0,1)",0.37333333333333335,0.9312684178352356
389,G098,"(1,2)",0.4333333333333333,0.9492198944091796
390,G098,"(2,3)",0.45,0.9164049506187439
391,G098,"(3,4)",0.8,0.9593269109725953
392,G099,"(0,1)",0.4,0.909888756275177
393,G099,"(1,2)",0.6799999999999999,0.9608009338378907
394,G099,"(2,3)",0.7,0.9593685626983642
395,G099,"(3,4)",1.0,0.9647336840629578
396,G100,"(0,1)",0.3372294372294372,0.922982680797577
397,G100,"(1,2)",0.38666666666666666,0.9303571820259094
398,G100,"(2,3)",0.45,0.8922786474227905
399,G100,"(3,4)",0.65,0.9301837921142578
400,G101,"(0,1)",0.32,0.8989327788352967
401,G101,"(1,2)",0.2,0.9084269762039184
402,G101,"(2,3)",0.44000000000000006,0.9464659571647644
403,G101,"(3,4)",0.6,0.9379033923149109
404,G102,"(0,1)",0.255,0.8857367157936096
405,G102,"(1,2)",0.45,0.895738959312439
406,G102,"(2,3)",0.6476190476190476,0.9374928712844849
407,G102,"(3,4)",0.75,0.9734770774841308
408,G103,"(0,1)",0.29410256410256413,0.9122715711593627
409,G103,"(1,2)",0.5057142857142857,0.9487367153167725
410,G103,"(2,3)",0.52,0.9453034996986389
411,G103,"(3,4)",0.4833333333333333,0.9395967125892639
412,G104,"(0,1)",0.2,0.8861558079719544
413,G104,"(1,2)",0.5666666666666667,0.9082711815834046
414,G104,"(2,3)",0.8,0.9515159964561463
415,G104,"(3,4)",0.4666666666666666,0.9017350912094116
416,G105,"(0,1)",0.19666666666666668,0.8630201816558838
417,G105,"(1,2)",0.9,0.9753283739089966
418,G105,"(2,3)",0.8666666666666666,0.9833037495613098
419,G105,"(3,4)",0.8333333333333333,0.974812126159668
420,G106,"(0,1)",0.08222222222222222,0.8072221994400024
421,G106,"(1,2)",0.32,0.8797105073928833
422,G106,"(2,3)",0.29047619047619044,0.8639750003814697
423,G106,"(3,4)",0.3738095238095238,0.8854923367500305
424,G107,"(0,1)",0.13,0.835676109790802
425,G107,"(1,2)",0.7357142857142858,0.9530346870422364
426,G107,"(2,3)",0.24000000000000005,0.8874321460723877
427,G107,"(3,4)",0.6900000000000001,0.9506908297538758
428,G108,"(0,1)",0.22444444444444445,0.8802682280540466
429,G108,"(1,2)",0.39666666666666667,0.8909528851509094
430,G108,"(2,3)",0.5066666666666666,0.9207710385322571
431,G108,"(3,4)",0.5533333333333333,0.9374346256256103
432,G109,"(0,1)",0.1827651515151515,0.8577715754508972
433,G109,"(1,2)",0.41666666666666663,0.8826676160097122
434,G109,"(2,3)",0.5833333333333334,0.9344746768474579
435,G109,"(3,4)",0.8333333333333333,0.9632793664932251
436,G110,"(0,1)",0.2569444444444444,0.8581535965204239
437,G110,"(1,2)",0.44791666666666663,0.8876147419214249
438,G110,"(2,3)",0.9166666666666666,0.9654977321624756
439,G110,"(3,4)",0.31666666666666665,0.8785292357206345
440,G111,"(0,1)",0.2867676767676768,0.884720778465271
441,G111,"(1,2)",0.29166666666666663,0.895194411277771
442,G111,"(2,3)",0.55,0.9259143710136414
443,G111,"(3,4)",0.7666666666666666,0.9507474899291992
444,G112,"(0,1)",0.39380952380952383,0.9148598432540893
445,G112,"(1,2)",0.5833333333333333,0.9350329279899597
446,G112,"(2,3)",0.5964285714285714,0.9425912499427795
447,G112,"(3,4)",0.4611111111111111,0.9364109635353088
448,G113,"(0,1)",0.13999999999999999,0.8207786917686463
449,G113,"(1,2)",0.5,0.9090914845466613
450,G113,"(2,3)",0.6,0.921349048614502
451,G113,"(3,4)",0.48666666666666664,0.9041180729866027
452,G115,"(0,1)",0.36666666666666664,0.8868147611618042
453,G115,"(1,2)",0.6333333333333333,0.9004678010940552
454,G115,"(2,3)",0.6333333333333333,0.901550567150116
455,G115,"(3,4)",0.9333333333333332,0.9711973786354064
456,G116,"(0,1)",0.06666666666666667,0.8161742329597473
457,G116,"(1,2)",0.13,0.8185533046722412
458,G116,"(2,3)",0.03333333333333333,0.8006954073905945
459,G116,"(3,4)",0.0,0.802888560295105
460,G117,"(0,1)",0.36103479853479853,0.8861338943243027
461,G117,"(1,2)",0.6577380952380952,0.9378930330276489
462,G117,"(2,3)",0.5625,0.9465533643960953
463,G117,"(3,4)",0.4375,0.9212824404239655
464,G118,"(0,1)",0.07094017094017094,0.8194740056991577
465,G118,"(1,2)",0.2619047619047619,0.8725727915763855
466,G118,"(2,3)",0.4033333333333333,0.8760625720024109
467,G118,"(3,4)",0.7,0.9155155897140503
468,G119,"(0,1)",0.19999999999999998,0.8625590920448303
469,G119,"(1,2)",0.6666666666666666,0.9334091067314148
470,G119,"(2,3)",0.6166666666666666,0.9225579619407653
471,G119,"(3,4)",0.7666666666666666,0.9500654578208924
472,G120,"(0,1)",0.24675324675324678,0.8626094698905945
473,G120,"(1,2)",0.55,0.9164583921432495
474,G120,"(2,3)",0.5133333333333333,0.9267808318138122
475,G120,"(3,4)",0.42333333333333334,0.9153360843658447
476,G121,"(0,1)",0.5666666666666667,0.9046115636825561
477,G121,"(1,2)",0.7333333333333333,0.9387386202812195
478,G121,"(2,3)",0.9,0.9773135781288147
479,G121,"(3,4)",1.0,0.9905510663986206
480,G122,"(0,1)",0.4333333333333334,0.8926883816719056
481,G122,"(1,2)",0.4622222222222222,0.8594810605049134
482,G122,"(2,3)",0.53,0.9357649207115173
483,G122,"(3,4)",0.48,0.9185243964195251
484,G123,"(0,1)",0.1415151515151515,0.8570729613304138
485,G123,"(1,2)",0.34444444444444444,0.878081452846527
486,G123,"(2,3)",0.4742857142857143,0.9133756637573243
487,G123,"(3,4)",0.6257142857142857,0.9303713202476501
488,G124,"(0,1)",0.2533333333333333,0.9104721665382385
489,G124,"(1,2)",0.6666666666666666,0.9585546612739563
490,G124,"(2,3)",0.5466666666666666,0.9412766218185424
491,G124,"(3,4)",0.6333333333333334,0.9390466690063477
492,G125,"(0,1)",0.06857142857142857,0.8878955483436585
